YEAR,MO,DY,Distribuidora,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,Distribuidora
2025,3,18,Aguachica,25.96,22.13,24.05,26.5,6.68,29.95,23.27,17.39,80.57,7.93,Aguachica
2025,3,19,Aguachica,26.08,21.48,23.78,26.67,8.01,30.56,22.55,16.71,77.14,2.3,Aguachica
2025,3,20,Aguachica,26.69,21.69,24.19,27.25,9.25,31.67,22.42,16.93,75.36,4.53,Aguachica
2025,3,21,Aguachica,26.88,21.98,24.43,27.31,8.58,31.79,23.21,17.24,75.9,6.12,Aguachica
2025,3,22,Aguachica,27.6,20.86,24.23,27.96,10.9,33.46,22.56,16.1,68.88,0.26,Aguachica
2025,3,23,Aguachica,27.61,20.3,23.96,27.74,10.06,32.82,22.76,15.53,65.66,0.85,Aguachica
2025,3,24,Aguachica,28.12,19.78,23.95,28.49,10.52,33.63,23.11,15.03,61.92,0.3,Aguachica
2025,3,25,Aguachica,28.29,20.0,24.15,28.53,10.46,33.72,23.26,15.25,62.69,1.47,Aguachica
2025,3,26,Aguachica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Aguachica
2025,3,27,Aguachica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Aguachica
2025,3,28,Aguachica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Aguachica
2025,3,29,Aguachica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Aguachica
2025,3,30,Aguachica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Aguachica
2025,3,31,Aguachica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Aguachica
2025,3,1,Tunja,14.57,12.83,13.7,14.73,5.81,17.86,12.05,12.02,89.97,11.7,Tunja
2025,3,2,Tunja,14.64,12.59,13.61,14.72,6.26,18.3,12.04,11.83,88.4,5.78,Tunja
2025,3,3,Tunja,14.6,12.38,13.49,14.77,6.71,18.54,11.83,11.66,87.56,3.32,Tunja
2025,3,4,Tunja,14.33,12.54,13.43,14.3,5.46,17.46,12.0,11.8,89.61,4.93,Tunja
2025,3,5,Tunja,14.81,13.28,14.04,14.8,4.79,17.6,12.81,12.4,90.93,29.63,Tunja
2025,3,6,Tunja,14.33,12.86,13.6,14.46,3.5,16.55,13.05,12.04,91.34,26.53,Tunja
2025,3,7,Tunja,14.2,12.34,13.27,14.16,4.68,17.08,12.4,11.61,89.15,3.0,Tunja
2025,3,8,Tunja,14.21,11.81,13.01,14.41,7.92,18.54,10.62,11.22,86.62,4.05,Tunja
2025,3,9,Tunja,14.63,11.33,12.98,14.9,9.82,20.21,10.39,10.86,82.66,1.44,Tunja
2025,3,10,Tunja,14.44,11.07,12.76,14.64,10.11,20.2,10.09,10.71,82.61,3.42,Tunja
2025,3,11,Tunja,14.79,12.07,13.43,15.02,9.27,19.92,10.65,11.42,85.45,6.0,Tunja
2025,3,12,Tunja,15.03,12.48,13.75,15.25,7.37,19.12,11.75,11.72,85.94,6.23,Tunja
2025,3,13,Tunja,15.08,13.25,14.16,15.29,6.42,18.9,12.48,12.34,89.51,22.92,Tunja
2025,3,14,Tunja,14.73,13.15,13.94,14.95,5.36,17.98,12.62,12.27,90.81,12.02,Tunja
2025,3,15,Tunja,15.3,12.98,14.14,15.53,7.02,19.76,12.74,12.13,87.19,13.6,Tunja
2025,3,16,Tunja,14.97,13.05,14.01,15.03,5.1,18.05,12.95,12.17,88.94,9.17,Tunja
2025,3,17,Tunja,14.45,12.88,13.66,14.23,5.51,17.79,12.28,12.04,90.7,15.35,Tunja
2025,3,18,Tunja,15.09,12.92,14.01,15.12,7.02,19.6,12.58,12.07,87.71,12.86,Tunja
2025,3,19,Tunja,14.78,13.19,13.99,15.08,5.63,18.13,12.5,12.3,90.74,9.24,Tunja
2025,3,20,Tunja,14.56,13.16,13.86,14.7,5.55,17.71,12.16,12.26,91.76,10.99,Tunja
2025,3,21,Tunja,14.38,13.02,13.7,14.49,5.45,17.46,12.01,12.16,92.01,10.14,Tunja
2025,3,22,Tunja,14.13,12.24,13.18,14.29,5.52,17.1,11.58,11.53,89.2,2.19,Tunja
2025,3,23,Tunja,13.51,11.8,12.66,13.47,7.27,17.25,9.98,11.25,89.96,3.95,Tunja
2025,3,24,Tunja,14.29,11.89,13.09,14.4,7.85,18.75,10.9,11.28,86.63,1.95,Tunja
2025,3,25,Tunja,14.61,11.43,13.02,14.69,9.16,19.73,10.57,10.95,83.08,1.1,Tunja
2025,3,26,Tunja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tunja
2025,3,27,Tunja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tunja
2025,3,28,Tunja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tunja
2025,3,29,Tunja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tunja
2025,3,30,Tunja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tunja
2025,3,31,Tunja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tunja
2025,3,1,Argentina,27.83,20.14,23.98,28.23,8.38,33.05,24.67,14.76,65.15,2.39,Argentina
2025,3,2,Argentina,24.02,20.81,22.41,23.96,2.64,25.36,22.72,15.24,82.28,7.82,Argentina
2025,3,3,Argentina,25.05,23.19,24.12,25.0,3.86,27.51,23.65,17.68,89.68,10.29,Argentina
2025,3,4,Argentina,26.38,23.37,24.88,26.44,8.14,31.03,22.89,17.86,84.17,5.02,Argentina
2025,3,5,Argentina,30.34,23.39,26.86,30.28,11.93,37.08,25.15,17.87,68.24,1.33,Argentina
2025,3,6,Argentina,30.64,21.84,26.24,30.62,12.67,37.39,24.72,16.24,61.56,2.13,Argentina
2025,3,7,Argentina,30.7,20.51,25.6,30.66,11.3,36.69,25.39,14.95,55.93,3.31,Argentina
2025,3,8,Argentina,21.49,14.92,18.21,21.4,10.78,28.15,17.37,10.97,67.9,11.1,Argentina
2025,3,9,Argentina,18.83,9.35,14.09,19.79,11.19,24.66,13.47,7.21,56.51,0.0,Argentina
2025,3,10,Argentina,20.69,10.5,15.6,21.07,13.28,26.97,13.69,7.86,54.79,0.0,Argentina
2025,3,11,Argentina,20.0,9.97,14.99,20.51,8.98,24.43,15.45,7.59,53.5,3.68,Argentina
2025,3,12,Argentina,18.16,10.29,14.23,18.99,8.74,23.19,14.45,7.69,62.99,4.14,Argentina
2025,3,13,Argentina,17.64,7.88,12.76,18.43,10.64,23.34,12.7,6.61,56.88,0.02,Argentina
2025,3,14,Argentina,19.02,12.36,15.69,19.78,12.6,25.2,12.6,8.84,68.38,0.11,Argentina
2025,3,15,Argentina,21.03,13.2,17.12,21.76,11.88,27.05,15.17,9.34,63.96,0.08,Argentina
2025,3,16,Argentina,22.33,14.02,18.17,22.82,10.7,27.79,17.09,9.86,61.9,0.0,Argentina
2025,3,17,Argentina,24.16,15.38,19.77,24.98,12.96,30.81,17.85,10.76,60.98,0.12,Argentina
2025,3,18,Argentina,25.72,16.18,20.95,26.18,14.0,32.8,18.8,11.34,58.11,0.87,Argentina
2025,3,19,Argentina,26.3,14.47,20.38,26.48,14.48,33.73,19.25,10.18,50.81,0.0,Argentina
2025,3,20,Argentina,26.69,12.84,19.76,26.83,14.67,34.4,19.73,9.18,45.45,0.0,Argentina
2025,3,21,Argentina,27.22,14.17,20.7,27.48,13.14,33.83,20.69,10.0,46.36,0.03,Argentina
2025,3,22,Argentina,24.96,16.32,20.63,24.99,8.43,28.84,20.41,11.49,59.71,4.65,Argentina
2025,3,23,Argentina,21.6,17.81,19.7,22.08,6.76,25.68,18.92,12.61,79.93,0.89,Argentina
2025,3,24,Argentina,21.43,17.33,19.38,21.86,5.39,24.47,19.08,12.19,78.01,1.42,Argentina
2025,3,25,Argentina,21.74,15.28,18.51,22.64,9.4,27.18,17.78,10.67,68.26,0.2,Argentina
2025,3,26,Argentina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Argentina
2025,3,27,Argentina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Argentina
2025,3,28,Argentina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Argentina
2025,3,29,Argentina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Argentina
2025,3,30,Argentina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Argentina
2025,3,31,Argentina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Argentina
