YEAR,MO,DY,Distribuidora,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,Distribuidora
2025,3,3,Barrancabermeja,23.85,22.09,22.97,23.87,4.54,26.66,22.12,17.51,90.51,14.01,Barrancabermeja
2025,3,4,Barrancabermeja,23.21,22.16,22.69,23.21,2.6,24.93,22.33,17.6,94.06,16.86,Barrancabermeja
2025,3,5,Barrancabermeja,23.89,21.9,22.89,23.8,5.31,26.95,21.64,17.31,89.17,13.99,Barrancabermeja
2025,3,6,Barrancabermeja,24.05,22.15,23.1,24.16,5.23,27.07,21.84,17.56,89.78,18.18,Barrancabermeja
2025,3,7,Barrancabermeja,23.3,22.03,22.66,23.44,3.42,25.34,21.92,17.41,92.95,20.32,Barrancabermeja
2025,3,8,Barrancabermeja,24.63,21.47,23.05,24.43,7.64,28.61,20.97,16.81,83.61,3.8,Barrancabermeja
2025,3,9,Barrancabermeja,25.38,21.56,23.47,24.78,6.88,28.86,21.98,16.89,79.95,3.8,Barrancabermeja
2025,3,10,Barrancabermeja,25.26,21.48,23.37,24.66,6.69,28.75,22.06,16.81,80.17,6.07,Barrancabermeja
2025,3,11,Barrancabermeja,25.12,21.76,23.44,24.71,6.64,28.53,21.89,17.12,82.21,6.89,Barrancabermeja
2025,3,12,Barrancabermeja,23.98,21.87,22.92,23.79,4.99,26.8,21.81,17.25,88.51,7.71,Barrancabermeja
2025,3,13,Barrancabermeja,24.72,22.25,23.49,24.45,5.33,27.92,22.59,17.67,86.75,8.67,Barrancabermeja
2025,3,14,Barrancabermeja,24.04,22.21,23.12,23.98,3.79,26.46,22.67,17.64,89.93,9.27,Barrancabermeja
2025,3,15,Barrancabermeja,24.71,21.9,23.3,24.37,5.83,28.03,22.2,17.29,84.99,8.88,Barrancabermeja
2025,3,16,Barrancabermeja,23.15,21.85,22.5,23.11,2.91,24.98,22.07,17.23,92.6,17.68,Barrancabermeja
2025,3,17,Barrancabermeja,24.5,21.91,23.21,24.46,6.97,28.27,21.3,17.27,86.28,11.68,Barrancabermeja
2025,3,18,Barrancabermeja,23.97,22.46,23.21,23.81,3.73,26.1,22.37,17.89,91.57,15.56,Barrancabermeja
2025,3,19,Barrancabermeja,24.23,22.23,23.23,24.13,5.32,27.17,21.85,17.65,89.12,11.21,Barrancabermeja
2025,3,20,Barrancabermeja,24.86,22.61,23.74,24.55,5.2,27.64,22.44,18.07,87.8,11.21,Barrancabermeja
2025,3,21,Barrancabermeja,25.28,23.23,24.26,25.27,6.09,28.78,22.69,18.79,89.12,14.42,Barrancabermeja
2025,3,22,Barrancabermeja,25.68,22.79,24.24,25.72,7.0,29.53,22.53,18.28,85.07,5.32,Barrancabermeja
2025,3,23,Barrancabermeja,25.67,22.16,23.92,25.52,7.82,29.7,21.88,17.62,82.05,3.68,Barrancabermeja
2025,3,24,Barrancabermeja,25.5,22.48,23.99,25.35,6.24,29.4,23.16,17.94,84.28,3.61,Barrancabermeja
2025,3,25,Barrancabermeja,25.4,22.17,23.78,25.08,6.79,29.5,22.71,17.59,83.14,3.74,Barrancabermeja
2025,3,26,Barrancabermeja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrancabermeja
2025,3,27,Barrancabermeja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrancabermeja
2025,3,28,Barrancabermeja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrancabermeja
2025,3,29,Barrancabermeja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrancabermeja
2025,3,30,Barrancabermeja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrancabermeja
2025,3,31,Barrancabermeja,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrancabermeja
2025,3,1,Duitama,14.58,12.37,13.48,14.77,7.09,18.85,11.76,11.81,87.83,9.75,Duitama
2025,3,2,Duitama,14.53,12.09,13.31,14.58,7.62,18.91,11.29,11.6,86.72,7.74,Duitama
2025,3,3,Duitama,14.52,11.86,13.19,14.45,7.67,19.11,11.44,11.4,85.51,4.4,Duitama
2025,3,4,Duitama,14.29,12.04,13.17,14.14,7.54,18.26,10.72,11.56,87.37,8.15,Duitama
2025,3,5,Duitama,14.73,13.0,13.86,14.68,5.31,17.9,12.59,12.32,89.96,31.13,Duitama
2025,3,6,Duitama,14.41,12.71,13.56,14.52,4.17,17.12,12.95,12.06,90.23,25.03,Duitama
2025,3,7,Duitama,14.27,11.93,13.1,14.26,6.87,18.52,11.65,11.44,87.1,6.28,Duitama
2025,3,8,Duitama,14.23,10.95,12.59,14.41,10.19,19.83,9.64,10.74,82.84,3.72,Duitama
2025,3,9,Duitama,14.54,10.42,12.48,14.49,10.95,20.77,9.82,10.37,79.51,1.44,Duitama
2025,3,10,Duitama,14.1,9.94,12.02,13.86,11.83,20.65,8.82,10.1,79.76,2.54,Duitama
2025,3,11,Duitama,14.48,11.2,12.84,14.36,9.67,19.66,9.99,10.92,82.93,4.57,Duitama
2025,3,12,Duitama,14.67,11.99,13.33,14.76,8.78,19.44,10.66,11.5,85.66,8.91,Duitama
2025,3,13,Duitama,14.59,12.76,13.67,14.64,6.04,17.81,11.77,12.1,89.51,15.83,Duitama
2025,3,14,Duitama,14.93,12.6,13.76,15.05,7.29,19.33,12.04,11.98,87.29,11.08,Duitama
2025,3,15,Duitama,15.26,12.21,13.73,15.44,9.0,20.47,11.47,11.69,84.08,11.45,Duitama
2025,3,16,Duitama,14.42,12.65,13.53,14.12,5.14,17.69,12.55,11.99,89.66,11.44,Duitama
2025,3,17,Duitama,14.5,12.33,13.42,14.33,8.08,18.89,10.81,11.76,87.79,20.26,Duitama
2025,3,18,Duitama,14.93,12.47,13.7,14.94,8.28,20.05,11.77,11.86,86.68,16.62,Duitama
2025,3,19,Duitama,14.88,12.54,13.71,15.03,7.33,19.22,11.89,11.93,87.16,8.75,Duitama
2025,3,20,Duitama,14.63,12.52,13.58,14.62,7.26,18.74,11.48,11.9,88.2,6.43,Duitama
2025,3,21,Duitama,14.3,12.43,13.37,14.37,7.32,18.38,11.06,11.85,89.38,6.17,Duitama
2025,3,22,Duitama,14.02,11.49,12.75,14.14,8.28,18.75,10.47,11.14,86.24,1.39,Duitama
2025,3,23,Duitama,13.36,11.02,12.19,13.39,10.2,18.29,8.09,10.89,87.14,3.07,Duitama
2025,3,24,Duitama,14.46,10.8,12.63,14.5,10.49,20.34,9.85,10.64,80.88,1.22,Duitama
2025,3,25,Duitama,14.42,10.43,12.42,14.29,12.28,20.92,8.64,10.45,80.11,1.21,Duitama
2025,3,26,Duitama,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Duitama
2025,3,27,Duitama,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Duitama
2025,3,28,Duitama,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Duitama
2025,3,29,Duitama,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Duitama
2025,3,30,Duitama,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Duitama
2025,3,31,Duitama,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Duitama
2025,3,1,Pereira,17.66,15.41,16.54,17.66,6.12,21.57,15.45,13.59,87.68,29.67,Pereira
2025,3,2,Pereira,17.99,14.92,16.45,18.14,7.66,22.95,15.29,13.16,84.07,13.51,Pereira
2025,3,3,Pereira,17.16,15.22,16.19,17.07,4.52,19.87,15.35,13.42,88.96,10.35,Pereira
2025,3,4,Pereira,17.37,15.43,16.4,17.42,5.93,21.19,15.26,13.6,89.16,23.14,Pereira
2025,3,5,Pereira,16.99,15.4,16.2,17.1,4.97,20.32,15.35,13.57,90.93,19.84,Pereira
2025,3,6,Pereira,16.11,15.03,15.57,16.04,3.73,18.41,14.68,13.24,93.56,25.37,Pereira
2025,3,7,Pereira,16.37,14.63,15.5,16.18,5.54,19.51,13.97,12.9,90.1,6.04,Pereira
2025,3,8,Pereira,17.13,15.33,16.23,17.07,5.51,20.28,14.77,13.5,89.8,14.12,Pereira
2025,3,9,Pereira,17.15,15.64,16.4,17.14,4.39,19.81,15.42,13.77,91.28,26.59,Pereira
2025,3,10,Pereira,17.81,15.07,16.44,17.9,7.85,22.79,14.94,13.26,85.61,16.25,Pereira
2025,3,11,Pereira,17.72,15.47,16.59,17.75,7.31,21.93,14.62,13.63,87.76,31.17,Pereira
2025,3,12,Pereira,17.55,15.45,16.5,17.51,5.64,21.62,15.98,13.6,88.5,47.75,Pereira
2025,3,13,Pereira,17.8,15.73,16.76,17.84,6.61,21.81,15.2,13.86,88.56,52.72,Pereira
2025,3,14,Pereira,15.96,14.61,15.28,15.71,2.71,16.86,14.15,12.91,91.96,53.89,Pereira
2025,3,15,Pereira,16.74,14.02,15.38,16.69,9.02,21.82,12.8,12.42,85.31,6.19,Pereira
2025,3,16,Pereira,17.38,15.28,16.33,17.45,6.95,21.8,14.85,13.44,88.45,44.85,Pereira
2025,3,17,Pereira,17.14,15.21,16.18,16.98,4.35,19.7,15.35,13.37,88.91,14.98,Pereira
2025,3,18,Pereira,17.18,14.69,15.94,16.94,6.89,20.96,14.07,12.94,86.31,5.98,Pereira
2025,3,19,Pereira,17.78,15.16,16.47,17.9,8.53,22.73,14.2,13.35,86.07,10.25,Pereira
2025,3,20,Pereira,17.39,15.31,16.35,17.42,7.31,22.05,14.74,13.47,88.56,7.96,Pereira
2025,3,21,Pereira,17.69,15.14,16.42,17.84,8.92,22.58,13.66,13.35,86.44,12.1,Pereira
2025,3,22,Pereira,18.08,15.69,16.89,18.18,7.75,22.86,15.11,13.83,87.23,12.16,Pereira
2025,3,23,Pereira,17.95,15.24,16.6,17.9,8.2,22.72,14.52,13.43,85.58,5.0,Pereira
2025,3,24,Pereira,18.18,14.94,16.56,18.0,9.02,23.41,14.39,13.17,83.21,3.39,Pereira
2025,3,25,Pereira,18.06,15.16,16.61,17.89,7.82,22.3,14.48,13.36,84.59,5.17,Pereira
2025,3,26,Pereira,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pereira
2025,3,27,Pereira,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pereira
2025,3,28,Pereira,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pereira
2025,3,29,Pereira,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pereira
2025,3,30,Pereira,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pereira
2025,3,31,Pereira,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pereira
2025,3,1,Yopal,18.94,15.64,17.29,18.44,5.5,22.29,16.79,13.08,81.85,3.92,Yopal
2025,3,2,Yopal,19.34,15.12,17.23,18.94,7.84,23.53,15.69,12.66,77.8,2.96,Yopal
2025,3,3,Yopal,19.82,15.46,17.64,19.75,7.53,24.03,16.5,12.93,77.44,2.64,Yopal
2025,3,4,Yopal,19.24,16.01,17.63,19.16,6.06,22.97,16.91,13.4,82.35,6.21,Yopal
2025,3,5,Yopal,19.06,16.96,18.01,18.99,5.42,22.55,17.13,14.26,88.22,14.77,Yopal
2025,3,6,Yopal,18.56,16.35,17.45,18.38,5.21,21.59,16.38,13.69,87.66,7.06,Yopal
2025,3,7,Yopal,19.17,15.56,17.36,18.6,6.22,22.73,16.51,12.98,80.51,2.03,Yopal
2025,3,8,Yopal,18.66,14.82,16.74,18.08,6.38,22.39,16.01,12.37,78.88,2.52,Yopal
2025,3,9,Yopal,19.56,13.61,16.59,18.85,10.45,24.71,14.26,11.46,70.31,0.43,Yopal
2025,3,10,Yopal,19.78,13.9,16.84,19.34,11.1,25.43,14.33,11.69,70.86,1.04,Yopal
2025,3,11,Yopal,19.72,14.84,17.28,19.62,9.0,24.52,15.52,12.42,75.17,4.29,Yopal
2025,3,12,Yopal,19.8,15.35,17.58,19.82,9.63,25.11,15.48,12.86,77.84,8.23,Yopal
2025,3,13,Yopal,19.52,16.8,18.16,19.55,6.65,23.46,16.81,14.07,85.28,14.35,Yopal
2025,3,14,Yopal,19.39,16.62,18.01,19.47,6.87,23.46,16.59,13.93,85.12,7.0,Yopal
2025,3,15,Yopal,19.01,16.55,17.78,18.95,7.17,23.76,16.59,13.87,86.87,12.78,Yopal
2025,3,16,Yopal,18.84,16.79,17.81,18.75,6.34,22.82,16.48,14.05,88.72,9.84,Yopal
2025,3,17,Yopal,18.47,16.73,17.6,18.04,5.11,21.89,16.78,14.01,90.05,15.36,Yopal
2025,3,18,Yopal,18.83,16.66,17.74,18.45,6.09,22.63,16.54,13.96,87.77,12.15,Yopal
2025,3,19,Yopal,18.74,17.13,17.93,18.71,5.36,22.04,16.68,14.38,90.81,15.47,Yopal
2025,3,20,Yopal,18.89,16.97,17.93,18.92,6.16,22.75,16.59,14.22,89.36,13.29,Yopal
2025,3,21,Yopal,18.76,17.06,17.91,18.54,5.16,21.8,16.64,14.32,90.26,14.01,Yopal
2025,3,22,Yopal,18.93,15.9,17.41,18.46,7.08,23.25,16.17,13.28,83.62,2.99,Yopal
2025,3,23,Yopal,18.23,15.53,16.88,17.72,6.32,21.85,15.53,13.0,84.72,4.9,Yopal
2025,3,24,Yopal,18.76,15.28,17.02,18.14,6.63,22.8,16.17,12.77,81.04,1.84,Yopal
2025,3,25,Yopal,19.03,14.58,16.81,18.33,9.33,23.73,14.4,12.22,77.08,0.23,Yopal
2025,3,26,Yopal,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Yopal
2025,3,27,Yopal,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Yopal
2025,3,28,Yopal,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Yopal
2025,3,29,Yopal,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Yopal
2025,3,30,Yopal,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Yopal
2025,3,31,Yopal,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Yopal
2025,3,1,Monteria,28.08,23.93,26.0,28.68,9.5,33.68,24.18,18.58,79.96,3.52,Monteria
2025,3,2,Monteria,27.71,24.17,25.94,28.16,7.83,32.66,24.83,18.84,82.37,6.5,Monteria
2025,3,3,Monteria,27.27,23.6,25.44,27.68,8.16,32.17,24.01,18.2,81.8,7.12,Monteria
2025,3,4,Monteria,27.31,23.3,25.3,27.89,9.36,32.57,23.21,17.87,80.25,4.99,Monteria
2025,3,5,Monteria,27.17,23.71,25.44,27.65,8.56,32.58,24.02,18.32,82.55,8.51,Monteria
2025,3,6,Monteria,27.26,23.46,25.36,27.78,9.0,32.88,23.88,18.03,81.38,8.87,Monteria
2025,3,7,Monteria,27.4,23.58,25.49,27.93,9.14,32.81,23.67,18.15,81.33,5.23,Monteria
2025,3,8,Monteria,28.42,23.54,25.98,28.9,10.37,33.99,23.62,18.11,76.87,2.9,Monteria
2025,3,9,Monteria,28.53,23.9,26.22,29.13,9.83,34.2,24.37,18.53,78.0,4.27,Monteria
2025,3,10,Monteria,28.4,23.73,26.07,29.06,10.38,34.39,24.01,18.34,78.09,2.54,Monteria
2025,3,11,Monteria,27.97,23.24,25.6,28.68,9.56,33.57,24.01,17.77,77.18,0.88,Monteria
2025,3,12,Monteria,28.29,23.01,25.65,28.99,9.25,33.68,24.43,17.51,74.61,0.92,Monteria
2025,3,13,Monteria,27.86,23.3,25.58,28.46,9.25,33.32,24.07,17.84,77.7,4.72,Monteria
2025,3,14,Monteria,28.0,23.5,25.75,28.65,9.37,33.96,24.59,18.08,78.29,4.7,Monteria
2025,3,15,Monteria,28.04,23.19,25.62,28.84,10.59,33.97,23.38,17.76,77.09,5.49,Monteria
2025,3,16,Monteria,27.51,23.86,25.68,27.98,8.45,32.69,24.24,18.46,81.73,9.97,Monteria
2025,3,17,Monteria,27.99,24.3,26.15,28.53,9.09,33.65,24.56,18.96,82.04,10.86,Monteria
2025,3,18,Monteria,26.98,24.42,25.7,27.16,5.41,30.22,24.81,19.12,86.5,10.58,Monteria
2025,3,19,Monteria,27.37,23.65,25.51,27.79,8.24,31.96,23.72,18.26,81.32,6.68,Monteria
2025,3,20,Monteria,28.01,23.8,25.91,28.59,10.09,33.57,23.48,18.43,79.47,4.4,Monteria
2025,3,21,Monteria,28.52,24.86,26.69,28.8,8.05,33.03,24.98,19.65,81.93,7.07,Monteria
2025,3,22,Monteria,29.01,24.79,26.9,29.21,8.97,34.0,25.03,19.6,79.69,2.68,Monteria
2025,3,23,Monteria,29.43,25.07,27.25,29.74,9.13,34.54,25.41,19.94,79.13,2.25,Monteria
2025,3,24,Monteria,29.67,24.96,27.32,30.19,9.88,35.12,25.24,19.8,77.73,1.59,Monteria
2025,3,25,Monteria,29.68,24.9,27.29,30.22,9.31,34.85,25.54,19.7,77.16,3.67,Monteria
2025,3,26,Monteria,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Monteria
2025,3,27,Monteria,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Monteria
2025,3,28,Monteria,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Monteria
2025,3,29,Monteria,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Monteria
2025,3,30,Monteria,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Monteria
2025,3,31,Monteria,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Monteria
2025,3,1,San Andres,28.16,24.05,26.1,28.82,4.19,30.73,26.54,18.62,78.39,2.27,San Andres
2025,3,2,San Andres,28.17,23.98,26.08,28.86,4.09,30.72,26.63,18.52,77.98,2.23,San Andres
2025,3,3,San Andres,28.02,23.18,25.6,28.68,4.01,30.6,26.59,17.63,74.94,0.47,San Andres
2025,3,4,San Andres,28.14,23.47,25.81,28.87,4.09,30.64,26.55,17.95,75.73,0.82,San Andres
2025,3,5,San Andres,28.17,23.63,25.9,28.91,4.35,30.83,26.48,18.13,76.34,1.4,San Andres
2025,3,6,San Andres,28.01,23.61,25.81,28.71,3.84,30.37,26.53,18.08,76.89,2.68,San Andres
2025,3,7,San Andres,27.83,23.34,25.58,28.37,3.37,29.73,26.36,17.77,76.56,1.92,San Andres
2025,3,8,San Andres,28.42,23.84,26.13,29.28,5.6,31.93,26.33,18.33,76.31,0.16,San Andres
2025,3,9,San Andres,28.65,24.08,26.36,29.31,5.07,31.78,26.71,18.61,76.27,0.84,San Andres
2025,3,10,San Andres,28.37,23.64,26.0,29.16,4.67,31.23,26.56,18.12,75.6,0.37,San Andres
2025,3,11,San Andres,28.01,23.73,25.87,28.81,4.31,30.89,26.58,18.22,77.44,0.26,San Andres
2025,3,12,San Andres,28.03,23.41,25.72,28.8,4.37,30.89,26.52,17.85,75.87,0.45,San Andres
2025,3,13,San Andres,28.31,23.79,26.05,29.02,4.78,31.49,26.71,18.29,76.44,0.61,San Andres
2025,3,14,San Andres,28.14,23.69,25.92,28.74,4.06,30.71,26.65,18.19,76.67,2.03,San Andres
2025,3,15,San Andres,28.17,23.58,25.87,29.04,4.81,31.24,26.43,18.07,76.15,1.49,San Andres
2025,3,16,San Andres,28.35,24.06,26.2,29.04,4.25,30.79,26.54,18.58,77.55,1.01,San Andres
2025,3,17,San Andres,28.43,24.66,26.55,28.85,3.72,30.76,27.04,19.27,79.99,2.05,San Andres
2025,3,18,San Andres,27.94,23.22,25.58,28.33,3.19,30.05,26.86,17.64,75.37,0.35,San Andres
2025,3,19,San Andres,27.82,22.75,25.29,28.41,3.54,29.99,26.45,17.14,73.69,0.01,San Andres
2025,3,20,San Andres,28.47,24.29,26.38,29.0,4.5,31.23,26.73,18.88,78.06,3.27,San Andres
2025,3,21,San Andres,28.19,25.07,26.63,28.48,3.25,30.34,27.09,19.82,83.19,1.91,San Andres
2025,3,22,San Andres,28.49,24.96,26.73,28.71,3.6,30.56,26.96,19.7,81.22,0.47,San Andres
2025,3,23,San Andres,28.99,24.7,26.84,29.38,5.72,32.7,26.98,19.38,77.79,1.11,San Andres
2025,3,24,San Andres,29.18,24.83,27.0,29.79,6.24,33.23,26.99,19.54,77.7,0.09,San Andres
2025,3,25,San Andres,28.78,24.89,26.83,29.14,5.89,32.87,26.98,19.62,79.83,3.07,San Andres
2025,3,26,San Andres,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Andres
2025,3,27,San Andres,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Andres
2025,3,28,San Andres,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Andres
2025,3,29,San Andres,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Andres
2025,3,30,San Andres,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Andres
2025,3,31,San Andres,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Andres
2025,3,1,San Gil,17.24,13.73,15.48,17.37,9.52,22.92,13.4,12.33,81.78,4.24,San Gil
2025,3,2,San Gil,17.16,13.47,15.31,17.24,9.96,22.83,12.87,12.14,80.99,5.87,San Gil
2025,3,3,San Gil,17.1,13.99,15.54,17.3,8.33,22.08,13.75,12.53,83.61,8.83,San Gil
2025,3,4,San Gil,16.96,14.28,15.62,17.14,7.96,21.71,13.75,12.77,85.47,13.33,San Gil
2025,3,5,San Gil,16.84,14.89,15.86,16.94,5.78,20.57,14.79,13.31,88.96,28.18,San Gil
2025,3,6,San Gil,16.92,14.59,15.76,17.33,6.33,21.04,14.71,13.02,87.24,16.7,San Gil
2025,3,7,San Gil,17.1,13.9,15.5,17.33,8.71,22.22,13.51,12.42,83.16,9.38,San Gil
2025,3,8,San Gil,17.01,13.09,15.05,17.2,11.49,23.25,11.76,11.82,79.98,4.2,San Gil
2025,3,9,San Gil,17.12,12.71,14.92,17.01,11.44,23.36,11.92,11.53,78.19,1.96,San Gil
2025,3,10,San Gil,16.93,12.46,14.69,16.78,12.08,23.51,11.43,11.37,78.15,3.32,San Gil
2025,3,11,San Gil,17.19,13.16,15.17,17.08,10.72,23.09,12.37,11.88,79.56,4.89,San Gil
2025,3,12,San Gil,16.97,13.56,15.26,17.06,10.91,22.81,11.9,12.18,82.48,8.27,San Gil
2025,3,13,San Gil,17.29,14.43,15.86,17.43,8.03,21.98,13.95,12.89,84.56,12.16,San Gil
2025,3,14,San Gil,17.31,14.37,15.84,17.43,8.92,22.74,13.82,12.83,84.57,8.34,San Gil
2025,3,15,San Gil,17.21,13.91,15.56,17.3,10.21,22.77,12.56,12.49,83.03,9.29,San Gil
2025,3,16,San Gil,16.32,14.45,15.39,15.93,5.44,19.66,14.22,12.89,89.21,13.86,San Gil
2025,3,17,San Gil,16.96,14.38,15.67,16.79,9.05,21.92,12.87,12.84,85.99,18.23,San Gil
2025,3,18,San Gil,17.28,14.67,15.98,17.35,7.96,22.18,14.22,13.08,85.93,20.45,San Gil
2025,3,19,San Gil,17.32,14.66,15.99,17.39,8.73,22.43,13.7,13.09,85.73,14.85,San Gil
2025,3,20,San Gil,17.72,14.72,16.22,17.7,9.08,22.8,13.72,13.12,84.08,7.93,San Gil
2025,3,21,San Gil,17.39,14.51,15.95,17.25,8.79,22.23,13.44,12.95,84.41,7.33,San Gil
2025,3,22,San Gil,17.66,13.49,15.58,17.77,11.34,23.76,12.42,12.13,78.97,1.56,San Gil
2025,3,23,San Gil,17.16,13.19,15.17,17.25,11.73,22.94,11.21,11.92,79.34,2.75,San Gil
2025,3,24,San Gil,17.83,12.87,15.35,17.8,11.7,24.08,12.38,11.65,75.35,1.54,San Gil
2025,3,25,San Gil,17.73,12.49,15.11,17.53,12.64,24.43,11.79,11.39,74.29,2.32,San Gil
2025,3,26,San Gil,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Gil
2025,3,27,San Gil,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Gil
2025,3,28,San Gil,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Gil
2025,3,29,San Gil,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Gil
2025,3,30,San Gil,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Gil
2025,3,31,San Gil,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,San Gil
2025,3,1,Aguachica,27.15,20.18,23.66,27.41,9.71,32.03,22.32,15.42,67.38,0.83,Aguachica
2025,3,2,Aguachica,27.01,20.84,23.92,27.56,9.76,32.56,22.8,16.09,71.1,3.93,Aguachica
2025,3,3,Aguachica,26.74,20.42,23.58,27.3,10.17,32.31,22.14,15.68,70.54,1.94,Aguachica
2025,3,4,Aguachica,26.33,20.54,23.43,26.74,8.17,30.79,22.62,15.77,71.96,1.74,Aguachica
2025,3,5,Aguachica,26.08,21.15,23.62,26.6,8.01,30.76,22.75,16.38,75.48,5.07,Aguachica
2025,3,6,Aguachica,25.86,21.37,23.62,26.5,8.61,30.89,22.28,16.6,77.99,6.17,Aguachica
2025,3,7,Aguachica,26.07,21.06,23.57,26.69,9.01,31.1,22.09,16.25,75.72,4.85,Aguachica
2025,3,8,Aguachica,26.48,20.56,23.52,27.02,10.5,32.21,21.71,15.77,71.9,2.77,Aguachica
2025,3,9,Aguachica,27.29,20.28,23.79,27.57,10.81,32.97,22.16,15.51,67.86,1.27,Aguachica
2025,3,10,Aguachica,27.56,19.97,23.76,27.89,11.26,33.4,22.14,15.22,65.84,1.32,Aguachica
2025,3,11,Aguachica,27.58,20.07,23.83,28.05,11.36,33.6,22.24,15.32,66.01,1.22,Aguachica
2025,3,12,Aguachica,27.23,20.35,23.79,27.7,10.56,32.92,22.36,15.56,68.16,1.75,Aguachica
2025,3,13,Aguachica,26.97,20.73,23.85,27.43,9.85,32.24,22.39,15.93,70.47,2.9,Aguachica
2025,3,14,Aguachica,26.88,20.59,23.73,27.37,9.86,32.07,22.21,15.83,70.64,2.06,Aguachica
2025,3,15,Aguachica,27.23,20.39,23.81,27.81,10.88,33.0,22.12,15.67,68.83,3.62,Aguachica
2025,3,16,Aguachica,26.36,21.71,24.03,26.92,8.41,30.82,22.41,16.94,77.23,8.1,Aguachica
2025,3,17,Aguachica,26.84,22.28,24.56,27.45,8.87,31.82,22.95,17.53,77.81,10.83,Aguachica
